,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedrooms_per_house,rooms_per_house,population_per_house
58,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,False,False,False,True,False,1.1217105263157894,4.5625,3.5328947368421053
59,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,False,False,False,True,False,0.7543859649122807,2.7719298245614037,1.6491228070175439
60,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,False,False,False,True,False,1.1283422459893049,5.994652406417113,2.962566844919786
61,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,False,False,False,True,False,1.2608695652173914,5.869565217391305,3.739130434782609
62,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,False,False,False,True,False,1.5573770491803278,6.229508196721311,3.0901639344262297
63,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,False,False,False,True,False,1.490566037735849,7.69811320754717,3.2767295597484276
64,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,False,False,False,True,False,1.368421052631579,6.225563909774436,2.9473684210526314
65,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,False,False,False,True,False,1.1176470588235294,5.401069518716578,3.229946524064171
66,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,False,False,False,True,False,1.0662650602409638,4.382530120481928,2.3734939759036147
67,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,False,False,False,True,False,1.6598639455782314,6.98639455782313,3.3469387755102042
68,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,False,False,False,True,False,1.329268292682927,6.975609756097561,3.341463414634146
69,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,False,False,False,True,False,1.0540098199672667,4.584288052373159,2.983633387888707
70,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,False,False,False,True,False,1.1968503937007875,6.047244094488189,3.0866141732283463
71,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,False,False,False,True,False,1.0722021660649819,3.375451263537906,2.101083032490975
72,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,False,False,False,True,False,1.3421052631578947,5.552631578947368,3.6842105263157894
73,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,False,False,False,True,False,0.5714285714285714,1.7142857142857142,2.5714285714285716
74,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,False,False,False,True,False,1.2105263157894737,6.2781954887218046,2.180451127819549
75,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,False,False,False,True,False,1.0523917995444192,2.8177676537585423,1.7357630979498861
76,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,False,False,False,True,False,1.1041257367387034,5.724950884086444,2.4282907662082516
77,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,False,False,False,True,False,1.173913043478261,5.830917874396135,3.4830917874396135
78,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,False,False,False,True,False,1.1507692307692308,5.369230769230769,3.243076923076923
79,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,False,False,False,True,False,1.135483870967742,4.412903225806452,2.2193548387096773
80,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,False,False,False,True,False,1.0,3.1972318339100347,2.1072664359861593
81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,False,False,False,True,False,1.0,3.75,3.267857142857143
82,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,False,False,False,True,False,1.1149425287356323,3.9080459770114944,2.2988505747126435
83,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,False,False,False,True,False,1.0580645161290323,2.490322580645161,2.232258064516129
84,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,False,False,False,True,False,1.0887573964497042,5.609467455621302,2.7633136094674557
85,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,False,False,False,True,False,1.2434782608695651,6.721739130434782,3.2782608695652176
86,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,False,False,False,True,False,1.186842105263158,2.3157894736842106,1.5315789473684212
87,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,False,False,False,True,False,1.0545454545454545,2.6515151515151514,1.6545454545454545
88,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,False,False,False,True,False,1.0769230769230769,2.6923076923076925,3.2051282051282053
89,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,False,False,False,True,False,0.9176470588235294,2.929411764705882,4.658823529411765
90,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,False,False,False,True,False,1.0828729281767955,2.74585635359116,2.2099447513812156
91,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,False,False,False,True,False,0.9886363636363636,2.4431818181818183,10.0
92,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,False,False,False,True,False,0.9117647058823529,2.823529411764706,5.617647058823529
93,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,False,False,False,True,False,1.1490066225165563,3.493377483443709,2.377483443708609
94,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,False,False,False,True,False,1.3340471092077089,3.6723768736616704,2.841541755888651
95,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,False,False,False,True,False,1.066293585880327,2.294016358157555,1.493327593628928
96,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,False,False,False,True,False,1.1279661016949152,3.8949152542372882,1.735593220338983
97,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,False,False,False,True,False,1.1758241758241759,3.681318681318681,2.21978021978022
98,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,False,False,False,True,False,1.016,2.9456,1.6192
99,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,False,False,False,True,False,1.1071428571428572,3.7071428571428573,1.8755102040816327
100,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,False,False,False,True,False,1.1312,3.7248,1.8432
101,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,False,False,False,True,False,1.070808283233133,3.8784235136940546,1.7120908483633934
102,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,False,False,False,True,False,1.0614035087719298,3.745614035087719,1.706140350877193
103,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,False,False,False,True,False,1.1435562805872757,3.5154975530179446,1.4600326264274062
104,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,False,False,False,True,False,1.0698714365567357,3.281721632196758,1.5030743432084963
105,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,False,False,False,True,False,0.9221311475409836,6.184426229508197,2.762295081967213
106,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,False,False,False,True,False,1.0570175438596492,4.442982456140351,1.5548245614035088
107,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,False,False,False,True,False,1.0900473933649288,4.165876777251185,1.6255924170616114
108,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,False,False,False,True,False,1.0459610027855153,4.848189415041783,2.011142061281337
109,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,False,False,False,True,False,1.0660847880299251,4.160847880299252,1.8952618453865338
110,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,False,False,False,True,False,1.1422924901185771,5.628458498023716,2.1739130434782608
111,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,False,False,False,True,False,1.0743639921722115,3.7270058708414875,1.7671232876712328
112,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,False,False,False,True,False,0.9827444535743632,3.2530813475760065,1.4371405094494658
113,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,False,False,False,True,False,1.0770712909441233,4.578034682080925,1.8092485549132948
114,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,False,False,False,True,False,1.014218009478673,3.822274881516588,1.599526066350711
115,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,False,False,False,True,False,0.9862542955326461,4.3951890034364265,1.8350515463917525
116,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,False,False,False,True,False,1.053582179409994,3.0234798314268514,1.5400361228175798
117,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,False,False,False,True,False,1.0655737704918034,4.040501446480231,1.7222757955641272
118,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,False,False,False,True,False,1.0697050938337802,6.742627345844504,2.6005361930294906
119,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,False,False,False,True,False,0.9360824742268041,6.546391752577319,2.263917525773196
120,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,False,False,False,True,False,1.0797872340425532,6.851063829787234,2.1117021276595747
121,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,False,False,False,True,False,1.148936170212766,7.1063829787234045,2.0851063829787235
122,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,False,False,False,True,False,1.0198511166253101,6.947890818858561,2.632754342431762
123,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,False,False,False,True,False,1.0342342342342343,6.358558558558559,2.120720720720721
124,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,False,False,False,True,False,0.9945504087193461,7.11716621253406,2.455040871934605
125,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,False,False,False,True,False,1.096234309623431,5.5303347280334725,2.1244769874476988
126,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,False,False,False,True,False,0.9874739039665971,6.127348643006263,2.152400835073069
127,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,False,False,False,True,False,1.0,5.735343383584589,2.274706867671692
128,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,False,False,False,True,False,1.0305810397553516,7.631498470948012,2.470948012232416
129,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,False,False,False,True,False,1.0087463556851313,6.446064139941691,2.4606413994169096
130,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,False,False,False,True,False,0.9879032258064516,6.125,2.2983870967741935
131,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,False,False,False,True,False,1.0824742268041236,8.335051546391753,2.747422680412371
132,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,False,False,False,True,False,1.0383747178329572,6.467268623024831,2.419864559819413
133,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,False,False,False,True,False,1.0287206266318538,6.6122715404699735,2.1240208877284594
134,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,False,False,False,True,False,0.968421052631579,6.978947368421053,2.4368421052631577
135,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,False,False,False,True,False,1.0568720379146919,7.530805687203792,2.5687203791469195
136,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,False,False,False,True,False,1.0074349442379182,6.657992565055762,2.45724907063197
137,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,False,False,False,True,False,1.0038022813688212,6.977186311787072,2.414448669201521
138,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,False,False,False,True,False,1.0284090909090908,6.982954545454546,2.3863636363636362
139,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,False,False,False,True,False,1.068,7.54,2.53
140,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,False,False,False,True,False,0.7307692307692307,5.615384615384615,2.423076923076923
141,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,False,False,False,True,False,0.9514285714285714,6.785714285714286,2.322857142857143
142,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,False,False,False,True,False,1.0234741784037558,6.957746478873239,2.504694835680751
143,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,False,False,False,True,False,1.0960144927536233,5.132246376811594,2.282608695652174
144,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,False,False,False,True,False,1.0985626283367556,4.628336755646817,1.9527720739219712
145,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,False,False,False,True,False,0.9464285714285714,6.200892857142857,2.2767857142857144
146,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,False,False,False,True,False,1.0876623376623376,6.39935064935065,2.4837662337662336
147,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,False,False,False,True,False,1.0108695652173914,4.745652173913044,2.4543478260869565
148,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,False,False,False,True,False,1.0521541950113378,5.183673469387755,2.433106575963719
149,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,False,False,False,True,False,1.050485436893204,5.283495145631068,2.3009708737864076
150,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,False,False,False,True,False,0.9970588235294118,5.952941176470588,2.223529411764706
151,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,False,False,False,True,False,1.0287907869481765,5.65067178502879,1.9846449136276392
152,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,False,False,False,True,False,1.0588235294117647,4.429193899782135,1.7145969498910676
153,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,False,False,False,True,False,1.0751173708920188,6.727699530516432,2.8732394366197185
154,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,False,False,False,True,False,1.0578947368421052,7.7026315789473685,2.6868421052631577
155,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,False,False,False,True,False,1.1317829457364341,8.972868217054264,3.3372093023255816
156,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,False,False,False,True,False,0.9571865443425076,7.599388379204893,2.914373088685015
157,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,False,False,False,True,False,0.9296875,5.8203125,2.4765625
158,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,False,False,False,True,False,1.0369318181818181,7.994318181818182,2.4943181818181817
159,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,False,False,False,True,False,1.1387163561076605,4.333333333333333,1.9006211180124224
160,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,False,False,False,True,False,0.96,5.074285714285714,2.057142857142857
161,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,False,False,False,True,False,1.0450819672131149,4.276639344262295,2.4528688524590163
162,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,False,False,False,True,False,0.9691119691119691,4.851351351351352,2.023166023166023
163,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,False,False,False,True,False,1.1178045515394912,4.326639892904953,1.8380187416331994
164,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,False,False,False,True,False,1.0492610837438423,4.059113300492611,1.6896551724137931
165,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,False,False,False,True,False,1.0969529085872576,3.2742382271468142,1.8822714681440442
166,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,False,False,False,True,False,1.1355932203389831,3.5617433414043584,2.5714285714285716
167,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,False,False,False,True,False,1.1177231565329884,3.1927554980595083,1.7270375161707632
168,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,False,False,False,True,False,1.1468531468531469,3.804195804195804,2.7296037296037294
169,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,False,False,False,True,False,1.1434782608695653,3.882608695652174,3.2065217391304346
170,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,False,False,False,True,False,0.9591836734693877,3.2091836734693877,3.7857142857142856
171,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,False,False,False,True,False,1.0771349862258952,3.6887052341597797,2.9917355371900825
172,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,False,False,False,True,False,1.1160220994475138,3.0902394106813995,3.029465930018416
173,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,False,False,False,True,False,1.0046583850931676,3.639751552795031,2.6552795031055902
174,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,False,False,False,True,False,1.0,4.368421052631579,3.206140350877193
175,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,False,False,False,True,False,1.07492795389049,4.585014409221902,3.2219020172910664
176,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,False,False,False,True,False,1.1880597014925374,4.7343283582089555,3.002985074626866
177,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,False,False,False,True,False,1.0613718411552346,3.693140794223827,2.1895306859205776
178,52.0,1192.0,289.0,772.0,257.0,2.3833,146900.0,False,False,False,True,False,1.1245136186770428,4.638132295719845,3.0038910505836576
179,52.0,1803.0,420.0,1321.0,401.0,2.957,122800.0,False,False,False,True,False,1.0473815461346634,4.496259351620948,3.29426433915212
180,49.0,2838.0,749.0,1487.0,677.0,2.5238,169300.0,False,False,False,True,False,1.106351550960118,4.192023633677991,2.1964549483013296
181,52.0,783.0,184.0,488.0,186.0,1.9375,126600.0,False,False,False,True,False,0.989247311827957,4.209677419354839,2.6236559139784945
182,51.0,1590.0,414.0,949.0,392.0,1.9028,127900.0,False,False,False,True,False,1.0561224489795917,4.0561224489795915,2.420918367346939
183,50.0,1746.0,480.0,1149.0,415.0,2.25,123500.0,False,False,False,True,False,1.1566265060240963,4.20722891566265,2.7686746987951807
184,52.0,1252.0,299.0,844.0,280.0,2.3929,111900.0,False,False,False,True,False,1.0678571428571428,4.4714285714285715,3.0142857142857142
185,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,112800.0,False,False,False,True,False,1.091795288383428,4.844029244516653,3.5475223395613322
186,52.0,1783.0,395.0,1659.0,412.0,2.9357,107900.0,False,False,False,True,False,0.9587378640776699,4.327669902912621,4.026699029126213
187,30.0,999.0,264.0,1011.0,263.0,1.8854,137500.0,False,False,False,True,False,1.0038022813688212,3.7984790874524714,3.844106463878327
188,39.0,1469.0,431.0,1464.0,389.0,2.1638,105500.0,False,False,False,True,False,1.1079691516709511,3.776349614395887,3.763496143958869
189,47.0,1372.0,395.0,1237.0,303.0,2.125,95500.0,False,False,False,True,False,1.3036303630363035,4.528052805280528,4.082508250825082
190,52.0,674.0,180.0,647.0,168.0,3.375,116100.0,False,False,False,True,False,1.0714285714285714,4.011904761904762,3.8511904761904763
191,43.0,1626.0,376.0,1284.0,357.0,2.2542,112200.0,False,False,False,True,False,1.0532212885154062,4.554621848739496,3.596638655462185
192,51.0,175.0,43.0,228.0,55.0,2.1,75000.0,False,False,False,True,False,0.7818181818181819,3.1818181818181817,4.1454545454545455
193,39.0,461.0,129.0,381.0,123.0,1.6,112500.0,False,False,False,True,False,1.048780487804878,3.747967479674797,3.097560975609756
194,52.0,902.0,237.0,846.0,227.0,3.625,125000.0,False,False,False,True,False,1.0440528634361232,3.973568281938326,3.7268722466960353
195,20.0,2373.0,779.0,1659.0,676.0,1.6929,115000.0,False,False,False,True,False,1.1523668639053255,3.510355029585799,2.4541420118343193
196,52.0,391.0,128.0,520.0,138.0,1.6471,95000.0,False,False,False,True,False,0.927536231884058,2.8333333333333335,3.7681159420289854
197,52.0,1137.0,301.0,866.0,259.0,2.59,96400.0,False,False,False,True,False,1.162162162162162,4.38996138996139,3.3436293436293436
198,52.0,769.0,206.0,612.0,183.0,2.57,72000.0,False,False,False,True,False,1.1256830601092895,4.202185792349726,3.3442622950819674
199,52.0,472.0,146.0,415.0,126.0,2.6429,71300.0,False,False,False,True,False,1.1587301587301588,3.746031746031746,3.2936507936507935
200,52.0,862.0,215.0,994.0,213.0,3.0257,80800.0,False,False,False,True,False,1.0093896713615023,4.046948356807512,4.666666666666667
201,50.0,1920.0,530.0,1525.0,477.0,1.4886,128800.0,False,False,False,True,False,1.1111111111111112,4.0251572327044025,3.19706498951782
